Nom,Nom url,Developpeur,Categorie(s),Nombre installations,Date de mise a jour,Taille,Version Actuelle,Version Android,Note,Date,Heure
Governor of Poker 3 - Texas,youdagames.gop3multiplayer,Youda Games Holding B.V.,Card,5000000,2022-04-01 00:00:00.000000,186 Mo,8.8.11,5.0,4.4,2022-04-11 00:00:00.000000,2022-05-06 21:32:42.369385
Solitaire Card Game,mintgames.king.solitaire,Mint Games,Card,1000000,2022-04-02 00:00:00.000000,68 Mo,1.0.9,4.4,4.9,2022-04-11 00:00:00.000000,2022-05-06 21:32:42.487498
Solitaire Lite,klondike.solitaire.cardgame.patience.lite,Solitaire Card Studio,Card,500000,2022-03-26 00:00:00.000000,33 Mo,1.0.13,4.4,4.7,2022-04-11 00:00:00.000000,2022-05-06 21:32:42.732845
Yu-Gi-Oh! Master Duel,konami.masterduel,KONAMI,Card,1000000,2022-02-22 00:00:00.000000,176 Mo,1.0.2,6.0,4.2,2022-04-11 00:00:00.000000,2022-05-06 21:32:43.082973
Solitaire 3D Fish,solitaire.fish.klondike.card.aquarium,Polar Bear Studio,Card,1000000,2022-04-08 00:00:00.000000,80 Mo,1.0.54,4.1,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:32:43.196434
Solitaire Dragons,solitaire.klondike.my.magic.dragon.friends.cardgames,Polar Bear Studio,Card,500000,2022-04-02 00:00:00.000000,66 Mo,1.0.28,4.1,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:32:43.313720
Idle Huntress：Adventure,blustar.lysn.usgp,BluStar Games Limited,Card,100000,2022-03-05 00:00:00.000000,1.1G,1.0.3,7.0,4.5,2022-04-11 00:00:00.000000,2022-05-06 21:32:43.685898
"Bravoscratch, scratch games!",marketluck.bravoscratch,Marketluck,Casino,100000,2021-10-19 00:00:00.000000,65 Mo,1.33.3,5.0,4.5,2022-04-11 00:00:00.000000,2022-05-06 21:32:43.840607
Solitaire,solitairemaker.solitaire.klondike.card,Big Cat Studio - we make brain games,Card,5000000,2022-04-02 00:00:00.000000,27 Mo,1.25.303,4.4,4.4,2022-04-11 00:00:00.000000,2022-05-06 21:32:44.064402
One Million Victory,bonus.onemillionvictory,itisilusha,Casino,1000000,2021-07-16 00:00:00.000000,3.8 Mo,1.0,8.0,2.8,2022-04-11 00:00:00.000000,2022-05-06 21:32:44.176807
RallyAces Poker,playshoo.texaspoker.romania,Outerdawn Limited,Card,5000000,2022-04-07 00:00:00.000000,97 Mo,11.0.203,4.4,4.3,2022-04-11 00:00:00.000000,2022-05-06 21:32:44.288111
FreeCell (Classic Card Game),staplegames.freecellSolitaireGP,Staple Games,Card,500000,2022-01-14 00:00:00.000000,10 Mo,2.0,4.4,4.7,2022-04-11 00:00:00.000000,2022-05-06 21:32:44.401454
Hyper Cards: Trade & Collect,adc.HyperCards,PlayEmber Sp. z o.o.,Card,1000000,2021-12-03 00:00:00.000000,97 Mo,1.8,5.0,3.7,2022-04-11 00:00:00.000000,2022-05-06 21:32:44.577201
Coin Dozer: Sweepstakes,leftover.CoinDozer,Game Circus LLC,Casino,50000000,2022-04-06 00:00:00.000000,96 Mo,25.3,7.0,4.5,2022-04-11 00:00:00.000000,2022-05-06 21:32:44.691948
Bingo Frenzy-Live Bingo Games,cooking.bingo.ldkwh,Gluon Interactive Ltd.,Casino,1000000,2022-03-08 00:00:00.000000,231 Mo,3.6.21,5.1,4.7,2022-04-11 00:00:00.000000,2022-05-06 21:32:44.835002
Huuuge Casino Slots Vegas 777,huuuge.casino.slots,Huuuge Games - Play Together,Casino,10000000,2022-04-07 00:00:00.000000,98 Mo,8.3.4201,5.0,4.4,2022-04-11 00:00:00.000000,2022-05-06 21:32:45.060890
Сasino online real money guide,top10casinoguideslotsleo.enligneapp.develop,developer game hardware,Casino,10000,2021-11-12 00:00:00.000000,5.6 Mo,2.0,5.0,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:32:45.174650
Bingo Journey - Lucky Casino,bingo.scape.android.free,QY Games,Casino,1000000,2022-03-26 00:00:00.000000,141 Mo,2.2.9,4.4,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:32:45.286424
GamePoint Bingo - Bingo games,gamepoint.bingo,GamePoint,Casino,1000000,2022-03-03 00:00:00.000000,76 Mo,1.227.32293,4.4,4.3,2022-04-11 00:00:00.000000,2022-05-06 21:32:45.399131
Billionaire Casino Slots 777,huuuge.casino.texas,Huuuge Games - Play Together,Casino,10000000,2022-04-06 00:00:00.000000,101 Mo,8.3.4201,5.0,4.4,2022-04-11 00:00:00.000000,2022-05-06 21:32:45.545716
Cash Frenzy™ - Casino Slots,pcg.casino.games.free.android,SpinX Games Limited,Casino,10000000,2022-04-01 00:00:00.000000,128 Mo,2.52,4.4,4.5,2022-04-11 00:00:00.000000,2022-05-06 21:32:45.658565
Uptown Bingo: Bingo & Decorate,gamepoint.uptownbingo,GamePoint,Casino,100000,2022-03-14 00:00:00.000000,85 Mo,0.17.427,6.0,4.7,2022-04-11 00:00:00.000000,2022-05-06 21:32:45.888842
Slots Era - Jackpot Slots Game,murka.slotsera,Murka Games Limited,Casino,5000000,2022-04-01 00:00:00.000000,131 Mo,2.4.0,4.4,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:32:46.003021
Scatter Slots - Slot Machines,murka.scatterslots,Murka Games Limited,Casino,10000000,2022-04-08 00:00:00.000000,138 Mo,4.21.0,4.4,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:32:46.116663
Club Vegas Slots: Casino Games,bagelcode.slots1,Bagelcode: Social Casino & Slot Machine Games,Casino,10000000,2022-04-08 00:00:00.000000,150 Mo,130.0.10,4.4,4.7,2022-04-11 00:00:00.000000,2022-05-06 21:32:46.229931
Cash Tornado™ Slots - Casino,topultragame.slotlasvega,Zeroo Gravity Games,Casino,5000000,2022-03-20 00:00:00.000000,127 Mo,1.6.3,4.4,4.5,2022-04-11 00:00:00.000000,2022-05-06 21:32:46.625871
Wonder Cash Casino Vegas Slots,maxbet.wondercashcasino,Century Games Pte. Ltd.,Casino,500000,2022-03-31 00:00:00.000000,61 Mo,1.43.28.20,5.1,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:32:46.771078
Cash Carnival Coin Pusher Game,cash.dozer.pusher.reward.real.money,"Chivalry Technology Co., Limited",Casino,1000000,2022-04-01 00:00:00.000000,110 Mo,1.6,6.0,4.4,2022-04-11 00:00:00.000000,2022-05-06 21:32:46.885257
Bingo Arena-Live Bingo Game,realgame.bingoarena,Real Games Tech,Casino,100000,2022-04-02 00:00:00.000000,53 Mo,1.3.3,5.0,4.8,2022-04-11 00:00:00.000000,2022-05-06 21:32:46.998057
Jackpot Crush: Las Vegas Slots,dcg.casino.games.free.android,SpinX Games Limited,Casino,1000000,2022-03-18 00:00:00.000000,163 Mo,3.0.040,4.4,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:32:47.109655
Casino Roulette: Roulettist,kamagames.roulettist,KamaGames,Casino,1000000,2022-03-09 00:00:00.000000,141 Mo,45.16.0,4.4,4.5,2022-04-11 00:00:00.000000,2022-05-06 21:32:47.223840
Coin Pusher,CoinGame.CoinPusher,Italic Games,Casino,1000000,2022-03-16 00:00:00.000000,34 Mo,7.7,4.1,4.7,2022-04-11 00:00:00.000000,2022-05-06 21:32:47.336663
Loco Bingo Slots. Casino games,mola.playspace.android.bingo,Playspace,Casino,1000000,2022-04-01 00:00:00.000000,75 Mo,2022.1.0,5.0,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:32:47.744047
Airport Security,sunsetgames.bordersecurity,Kwalee Ltd,Casual,10000000,2022-04-01 00:00:00.000000,133 Mo,1.4.0,5.0,4.3,2022-04-11 00:00:00.000000,2022-05-06 21:32:47.857254
Candy Manor - Home Design,homedesign.match3,Tengame19,Casual,10000000,2022-04-08 00:00:00.000000,108 Mo,62,4.1,4.5,2022-04-11 00:00:00.000000,2022-05-06 21:32:47.970960
Lotsa Slots - Casino Games,diamondlife.slots.vegas.free,SpinX Games Limited,Casino,10000000,2022-04-06 00:00:00.000000,95 Mo,4.18,4.4,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:32:48.083023
Lets Pop,lets.pop.mazepop,Phoengod,Casual,1000000,2022-03-15 00:00:00.000000,46 Mo,1.0,4.4,4.4,2022-04-11 00:00:00.000000,2022-05-06 21:32:48.196400
Grand Cash Casino Slots Games,grandcashslots.free.gp,Gamehaus Network,Casino,100000,2022-03-31 00:00:00.000000,98 Mo,1.2.1,5.0,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:32:48.309030
Army Commander,iu.armypioneer,Lion Studios,Casual,10000000,2022-03-19 00:00:00.000000,77 Mo,0.9,4.4,3.5,2022-04-11 00:00:00.000000,2022-05-06 21:32:48.435465
Ragdoll Dismounting,stickman.ragdoll.turbo.dismount.physics,ABI Global LTD,Casual,500000,2022-04-06 00:00:00.000000,56 Mo,1.0.2,6.0,4.2,2022-04-11 00:00:00.000000,2022-05-06 21:32:48.808395
Arm Simulator,GameLemo.ArmSimulator,Supersonic Studios LTD,Casual,1000000,2022-04-09 00:00:00.000000,120 Mo,2.2,8.0,4.1,2022-04-11 00:00:00.000000,2022-05-06 21:32:49.009514
Handy Craft,h8games.handicraft,VOODOO,Casual,1000000,2022-02-22 00:00:00.000000,298 Mo,1.21,5.1,4.2,2022-04-11 00:00:00.000000,2022-05-06 21:32:49.122723
Gun Sprint,kayac.rungun,KAYAC Inc.,Casual,10000000,2021-12-03 00:00:00.000000,109 Mo,0.2.8,5.0,3.7,2022-04-11 00:00:00.000000,2022-05-06 21:32:49.402695
Going Balls,pronetis.ironball2,Supersonic Studios LTD,Casual,100000000,2022-03-14 00:00:00.000000,185 Mo,1.26,5.0,4.0,2022-04-11 00:00:00.000000,2022-05-06 21:32:49.545486
My Talking Tom Friends,outfit7.mytalkingtomfriends,Outfit7 Limited,Casual,100000000,2022-03-07 00:00:00.000000,139 Mo,2.2.1.6591,5.0,4.2,2022-04-11 00:00:00.000000,2022-05-06 21:32:49.657369
Find the Alien,wyvernware.whosthealien,MOONEE PUBLISHING LTD,Casual,10000000,2022-03-20 00:00:00.000000,67 Mo,1.42.3,5.0,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:32:49.883220
Tic Tac Toe 2 Player: XOXO,tac.toe.two.player.board.games,Rejoy Studio,Casual,5000000,2022-04-08 00:00:00.000000,48 Mo,1.191,5.0,4.8,2022-04-11 00:00:00.000000,2022-05-06 21:32:49.996098
Chat Master!,RBSSOFT.HyperMobile,Supersonic Studios LTD,Casual,10000000,2021-12-19 00:00:00.000000,67 Mo,3.0,5.0,4.3,2022-04-11 00:00:00.000000,2022-05-06 21:32:50.110749
My Talking Tom 2,outfit7.mytalkingtom2,Outfit7 Limited,Casual,500000000,2022-02-24 00:00:00.000000,127 Mo,3.2.0.2367,5.0,4.1,2022-04-11 00:00:00.000000,2022-05-06 21:32:50.330769
Outfit Makeover,BasicGames.FashionTrends,Supersonic Studios LTD,Casual,5000000,2022-03-02 00:00:00.000000,169 Mo,1.85,5.0,4.3,2022-04-11 00:00:00.000000,2022-05-06 21:32:50.447718
Bridge Race,Garawell.BridgeRace,Supersonic Studios LTD,Casual,100000000,2022-04-08 00:00:00.000000,151 Mo,3.2.1,5.0,2.9,2022-04-11 00:00:00.000000,2022-05-06 21:32:50.561507
Moneyland,wixot.moneyland,Rollic Games,Casual,5000000,2022-04-08 00:00:00.000000,71 Mo,2.4.3,4.4,4.3,2022-04-11 00:00:00.000000,2022-05-06 21:32:50.676406
My Talking Angela 2,outfit7.mytalkingangela2,Outfit7 Limited,Casual,100000000,2022-04-05 00:00:00.000000,155 Mo,1.4.1.10972,5.0,4.2,2022-04-11 00:00:00.000000,2022-05-06 21:32:50.788914
My Little Universe,savetheworld.game,SayGames Ltd,Casual,10000000,2022-04-01 00:00:00.000000,213 Mo,1.17.5,5.0,4.5,2022-04-11 00:00:00.000000,2022-05-06 21:32:50.902300
Rush Run (Need to pee),leorus.rushrun,Leorus Games,Casual,1000000,2022-04-08 00:00:00.000000,98 Mo,3.00.5,6.0,3.8,2022-04-11 00:00:00.000000,2022-05-06 21:32:51.015701
Homescapes,playrix.homescapes,Playrix,Casual,100000000,2022-04-04 00:00:00.000000,143 Mo,5.2.6,4.4,4.4,2022-04-11 00:00:00.000000,2022-05-06 21:32:51.128260
Family Island™ — Farming game,MelsoftGames.FamilyIslandFarm,Melsoft Games Ltd,Casual,10000000,2022-04-08 00:00:00.000000,95 Mo,2022142.0.16172,5.0,4.4,2022-04-11 00:00:00.000000,2022-05-06 21:32:51.529223
Ball Run 2048,kayac.ball_run,KAYAC Inc.,Casual,50000000,2021-09-13 00:00:00.000000,54 Mo,0.3.0,5.0,4.2,2022-04-11 00:00:00.000000,2022-05-06 21:32:51.669318
Money Rush,wixot.coinroll,Rollic Games,Casual,10000000,2022-04-11 00:00:00.000000,115 Mo,2.32.1,4.4,4.2,2022-04-11 00:00:00.000000,2022-05-06 21:32:51.782914
Color Match,JacobVanHaag.ColorMatch,Supersonic Studios LTD,Casual,10000000,2022-04-08 00:00:00.000000,352 Mo,3.6.1,5.0,3.8,2022-04-11 00:00:00.000000,2022-05-06 21:32:51.895456
Cat Escape,sunday.catescape,Sunday.gg,Casual,50000000,2022-04-08 00:00:00.000000,68 Mo,16.3,5.0,4.3,2022-04-11 00:00:00.000000,2022-05-06 21:32:52.008953
Toca Life World: Build stories,tocaboca.tocalifeworld,Toca Boca,Educational,100000000,2022-03-09 00:00:00.000000,60 Mo,1.42,5.0,4.3,2022-04-11 00:00:00.000000,2022-05-06 21:32:52.235758
Cashier 3D,nanotribe.games.cashier3d,Zynga,Casual,10000000,2022-04-08 00:00:00.000000,147 Mo,34.1.0,5.0,3.9,2022-04-11 00:00:00.000000,2022-05-06 21:32:52.348765
Yasa Pets Hospital,yasapets.hospital,Yasa Ltd,Educational,10000000,2020-10-27 00:00:00.000000,16 Mo,1.1,4.1,4.0,2022-04-11 00:00:00.000000,2022-05-06 21:32:52.571539
Smolsies - My Cute Pet House,tutotoons.app.smolsiesmycutepethouse.free,TutoTOONS,Educational,50000000,2022-03-29 00:00:00.000000,55 Mo,5.0.408,4.4,4.1,2022-04-11 00:00:00.000000,2022-05-06 21:32:52.691225
Educational Games for Kids!,arrowstar.funnyfood2,Wow Kids,Educational,10000000,2022-02-10 00:00:00.000000,59 Mo,2.9.2,5.1,4.2,2022-04-11 00:00:00.000000,2022-05-06 21:32:52.805075
Smolsies 2 - Cute Pet Stories,tutotoons.app.smolsies2,TutoTOONS,Educational,1000000,2022-03-31 00:00:00.000000,64 Mo,1.1.35,4.4,4.3,2022-04-11 00:00:00.000000,2022-05-06 21:32:52.918340
Toca Kitchen 2,tocaboca.tocakitchen2,Toca Boca,Educational,100000000,2022-03-17 00:00:00.000000,29 Mo,2.1.,4.4,4.1,2022-04-11 00:00:00.000000,2022-05-06 21:32:53.032207
Vlad & Niki Supermarket game,psv.vlad_and_nikita.supermarket,Hippo Kids Games,Educational,10000000,2022-03-25 00:00:00.000000,71 Mo,1.4.1,4.4,4.1,2022-04-11 00:00:00.000000,2022-05-06 21:32:53.145491
Baby care,YovoGames.babycare,YovoGames,Educational,50000000,2022-03-15 00:00:00.000000,24 Mo,1.6.3,4.4,4.0,2022-04-11 00:00:00.000000,2022-05-06 21:32:53.258852
Gabbys Dollhouse: Games & Cats,spinmaster.gabbysdollhouse,"Spin Master, Ltd.",Educational,5000000,2022-03-30 00:00:00.000000,81 Mo,2.4.09,6.0,3.7,2022-04-11 00:00:00.000000,2022-05-06 21:32:53.371709
My Pretend Home & Family Town,beansprites.mypretendhomenewFREE,Beansprites LLC,Educational,5000000,2022-03-22 00:00:00.000000,42 Mo,3.9,4.4,4.1,2022-04-11 00:00:00.000000,2022-05-06 21:32:53.593229
Applaydu family games,ferrero.applayduGP,Ferrero Trading Lux S.A.,Educational,10000000,2022-03-29 00:00:00.000000,1.5G,2.6.1,5.0,4.2,2022-04-11 00:00:00.000000,2022-05-06 21:32:53.739942
"Coloring Games: Coloring Book, Painting, Glow Draw",rvappstudios.kids.coloring.book.color.painting,RV AppStudios,Educational,50000000,2022-03-29 00:00:00.000000,38 Mo,1.2.0,4.4,4.0,2022-04-11 00:00:00.000000,2022-05-06 21:32:53.912643
Pepi Hospital: Learn & Care,PepiPlay.PepiHospital,Pepi Play,Educational,50000000,2021-12-22 00:00:00.000000,65 Mo,1.1.103,4.4,3.9,2022-04-11 00:00:00.000000,2022-05-06 21:32:54.056244
Times Tables  - Learn Math,softan.multiplication.table,BrainSoft Apps,Educational,5000000,2022-03-19 00:00:00.000000,16 Mo,1.2.25,5.0,4.4,2022-04-11 00:00:00.000000,2022-05-06 21:32:54.168791
Wonderland: My Little Mermaid,mermaid.free,My Town Games Ltd,Educational,1000000,2022-03-30 00:00:00.000000,86 Mo,1.0.3,5.0,4.2,2022-04-11 00:00:00.000000,2022-05-06 21:32:54.281390
My City: Apartment Dollhouse,home,My Town Games Ltd,Educational,10000000,2022-03-30 00:00:00.000000,85 Mo,4.0.2,5.0,4.0,2022-04-11 00:00:00.000000,2022-05-06 21:32:54.396985
Construction Truck Kids Games,gfarm.constructiontruck,gamesfarm,Educational,1000000,2022-03-10 00:00:00.000000,76 Mo,2.2.0,4.4,4.3,2022-04-11 00:00:00.000000,2022-05-06 21:32:54.509742
Yasa Pets Farm,yasapets.farm,Yasa Ltd,Educational,5000000,2021-04-12 00:00:00.000000,38 Mo,1.0,4.1,3.9,2022-04-11 00:00:00.000000,2022-05-06 21:32:54.622495
Baby Panda's School Bus,sinyee.babybus.taxi,BabyBus,Educational,50000000,2022-03-24 00:00:00.000000,104 Mo,8.57.00.02,4.4,3.9,2022-04-11 00:00:00.000000,2022-05-06 21:32:54.734899
Fluvsies - A Fluff to Luv,tutotoons.app.fluvsies.free,TutoTOONS,Educational,50000000,2022-03-29 00:00:00.000000,84 Mo,1.0.360,4.4,4.2,2022-04-11 00:00:00.000000,2022-05-06 21:32:54.954790
Pepi Super Stores: Fun & Games,PepiPlay.PepiShopping,Pepi Play,Educational,10000000,2021-12-23 00:00:00.000000,48 Mo,1.1.27,4.4,3.8,2022-04-11 00:00:00.000000,2022-05-06 21:32:55.117100
Bini Toddler Drawing Games!,binibambini.acad.drawing,Bini Bambini,Educational,10000000,2022-03-28 00:00:00.000000,104 Mo,2.4.5.1,4.4,3.9,2022-04-11 00:00:00.000000,2022-05-06 21:32:55.230411
Lila's World:Create Play Learn,photontadpole.lilasworld,Photon Tadpole Studios,Educational,1000000,2022-02-24 00:00:00.000000,54 Mo,0.51.4,6.0,3.4,2022-04-11 00:00:00.000000,2022-05-06 21:32:55.343404
Baby Panda's Supermarket,sinyee.babybus.shopping,BabyBus,Educational,100000000,2022-02-18 00:00:00.000000,82 Mo,8.58.02.00,4.4,4.1,2022-04-11 00:00:00.000000,2022-05-06 21:32:55.457093
Princess Coloring Game,princess.coloring,Coloring Games,Educational,50000000,2022-03-16 00:00:00.000000,65 Mo,17.6.0,5.0,4.2,2022-04-11 00:00:00.000000,2022-05-06 21:32:55.570628
Central Hospital Stories,playtoddlers.centralhospitalstories.free,SUBARA,Educational,10000000,2022-04-07 00:00:00.000000,37 Mo,1.3.7,4.4,3.5,2022-04-11 00:00:00.000000,2022-05-06 21:32:55.683712
My Town Hotel Games for kids,hotel.free,My Town Games Ltd,Educational,10000000,2022-03-23 00:00:00.000000,53 Mo,7.00.03,4.4,4.2,2022-04-11 00:00:00.000000,2022-05-06 21:32:55.797444
Brain Test - Thinking Game,metamars.brain.test,ABI Global LTD,Puzzle,1000000,2022-04-08 00:00:00.000000,96 Mo,0.0.4,4.4,3.3,2022-04-11 00:00:00.000000,2022-05-06 21:32:56.168488
Bini Drawing for kids games,binibambini.MiniLite,Bini Bambini,Educational,10000000,2022-03-07 00:00:00.000000,106 Mo,3.7.0.7,4.4,4.1,2022-04-11 00:00:00.000000,2022-05-06 21:32:56.306279
Blockudoku®: block puzzle game,easybrain.block.puzzle.games,Easybrain,Puzzle,50000000,2022-04-07 00:00:00.000000,71 Mo,2.7.0,5.0,4.4,2022-04-11 00:00:00.000000,2022-05-06 21:32:56.419827
Fill The Fridge,GybeGames.FillTheFridgeTest,Rollic Games,Puzzle,10000000,2022-04-07 00:00:00.000000,64 Mo,1.10.6,4.4,3.9,2022-04-11 00:00:00.000000,2022-05-06 21:32:56.532872
Bubbu School - My Virtual Pets,bubadu.bubbuschool,Bubadu,Educational,10000000,2022-04-05 00:00:00.000000,88 Mo,1.16,5.0,3.9,2022-04-11 00:00:00.000000,2022-05-06 21:32:56.646021
Pull the Pin,maroieqrwlk.unpin,Popcore Games,Puzzle,100000000,2022-04-08 00:00:00.000000,114 Mo,0.115.1,5.1,4.2,2022-04-11 00:00:00.000000,2022-05-06 21:32:56.760901
Supermarket: Shopping Games,kidgame.supermarket,Hippo Kids Games,Educational,50000000,2022-04-08 00:00:00.000000,83 Mo,3.4.6,4.4,4.2,2022-04-11 00:00:00.000000,2022-05-06 21:32:56.873857
Sudoku - Classic Sudoku Puzzle,sudoku.puzzle.solver.free,Beetles Studio,Puzzle,50000000,2022-04-08 00:00:00.000000,27 Mo,3.39.0,4.4,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:32:57.098428
Art Puzzle - jigsaw art games,easybrain.art.puzzle,Easybrain,Puzzle,10000000,2022-04-05 00:00:00.000000,69 Mo,3.5.0,5.0,4.5,2022-04-11 00:00:00.000000,2022-05-06 21:32:57.344975
DOP 4: Draw One Part,playstrom.dop4,SayGames Ltd,Puzzle,10000000,2022-04-08 00:00:00.000000,104 Mo,1.0.6,5.0,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:32:57.459275
Brain Out: Can you pass it?,mind.quiz.brain.out,Focus apps,Puzzle,100000000,2022-04-02 00:00:00.000000,80 Mo,2.1.9,4.4,4.4,2022-04-11 00:00:00.000000,2022-05-06 21:32:57.688045
Jigsaw Puzzles - Block Puzzle (Tow in one),block.jigsaw.puzzle.gallery,Jigsaw Puzzles Berlin,Puzzle,50000000,2022-04-05 00:00:00.000000,77 Mo,63.0,4.1,4.8,2022-04-11 00:00:00.000000,2022-05-06 21:32:57.801379
SortPuz: Water Sort Puzzle,water.sort.puzzle.game,JoyPuz,Puzzle,50000000,2022-04-11 00:00:00.000000,36 Mo,3.311,5.0,4.8,2022-04-11 00:00:00.000000,2022-05-06 21:32:57.915364
Fishdom,playrix.fishdomdd.gplay,Playrix,Puzzle,100000000,2022-03-21 00:00:00.000000,142 Mo,6.32.0,4.4,4.3,2022-04-11 00:00:00.000000,2022-05-06 21:32:58.135504
Differences: find a difference,easybrain.find.the.difference,Easybrain,Puzzle,10000000,2022-03-14 00:00:00.000000,73 Mo,2.7.0,5.0,4.5,2022-04-11 00:00:00.000000,2022-05-06 21:32:58.274050
Wood Block Puzzle - Block Game,blockpuzzle.cube.relax,Beetles Studio,Puzzle,50000000,2022-04-07 00:00:00.000000,55 Mo,2.6.12,4.4,4.5,2022-04-11 00:00:00.000000,2022-05-06 21:32:58.385560
BlockPuz: Wood Block Puzzle,block.game.jigsaw.puzzles,Rejoy Studio,Puzzle,10000000,2022-04-09 00:00:00.000000,101 Mo,4.271,5.0,4.8,2022-04-11 00:00:00.000000,2022-05-06 21:32:58.498178
Royal Match,dreamgames.royalmatch,"Dream Games, Ltd.",Puzzle,10000000,2022-04-01 00:00:00.000000,166 Mo,8019,4.4,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:32:58.720720
Block Sudoku-Woody Puzzle Game,puzzle.sudoku.free.game.classic.offline,Beetles Studio,Puzzle,10000000,2022-04-06 00:00:00.000000,67 Mo,1.9.12,4.4,4.5,2022-04-11 00:00:00.000000,2022-05-06 21:32:58.863001
Parking Jam 3D,lszenlamzr.parkingjam,Popcore Games,Puzzle,50000000,2022-04-06 00:00:00.000000,126 Mo,0.114.1,5.1,4.2,2022-04-11 00:00:00.000000,2022-05-06 21:32:58.975589
DOP 2: Delete One Part,playstrom.dop2,SayGames Ltd,Puzzle,100000000,2022-03-02 00:00:00.000000,159 Mo,1.1.9,5.0,4.4,2022-04-11 00:00:00.000000,2022-05-06 21:32:59.089437
Love Fantasy: Match & Stories,love.journey.match,Long-WINd,Puzzle,10000000,2022-04-08 00:00:00.000000,468 Mo,2.3.7,5.0,4.8,2022-04-11 00:00:00.000000,2022-05-06 21:32:59.202726
Draw Puzzle - Draw one part,drawpuzzle.dop.drawit.justdrawit,Zego Studio,Puzzle,10000000,2022-03-10 00:00:00.000000,100 Mo,1.0.80,5.0,4.0,2022-04-11 00:00:00.000000,2022-05-06 21:32:59.315014
Thief Puzzle - Can you steal it ?,weegoon.thiefpuzzle,WEEGOON,Puzzle,50000000,2022-03-21 00:00:00.000000,89 Mo,1.4.0,4.4,4.1,2022-04-11 00:00:00.000000,2022-05-06 21:32:59.428644
Pixel Art: color by number,europosit.pixelcoloring,Easybrain,Puzzle,100000000,2022-02-16 00:00:00.000000,65 Mo,7.2.0,5.0,4.5,2022-04-11 00:00:00.000000,2022-05-06 21:32:59.542377
Help Me: Tricky Brain Puzzles,matchingham.mylord,Matchingham Games,Puzzle,1000000,2022-04-01 00:00:00.000000,150 Mo,1.1.2,5.0,4.4,2022-04-11 00:00:00.000000,2022-05-06 21:32:59.762486
Roblox,roblox.client,Roblox Corporation,Adventure,500000000,2022-04-07 00:00:00.000000,131 Mo,2.521.404,5.0,4.5,2022-04-11 00:00:00.000000,2022-05-06 21:32:59.879216
Car Carrier,twodoor.carcarrier,SC TWODOOR GAMES SRL,Puzzle,1000000,2022-01-11 00:00:00.000000,89 Mo,1.1.2,6.0,4.0,2022-04-11 00:00:00.000000,2022-05-06 21:32:59.991200
Naughty Puzzle: Tricky Test,seven.erase.draw.puzzle,Rocket Game Studio,Puzzle,5000000,2022-04-07 00:00:00.000000,77 Mo,2.2,5.0,2.7,2022-04-11 00:00:00.000000,2022-05-06 21:33:00.105258
Jigsawscapes - Jigsaw Puzzles,puzzle.game.banana,Banana Games LLC,Puzzle,1000000,2022-03-31 00:00:00.000000,51 Mo,1.0.33,5.0,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:33:00.218019
Mine Rescue! - Pull The Pin,carry1st.minerescue,Carry1st,Puzzle,1000000,2022-04-07 00:00:00.000000,97 Mo,1.1.9,6.0,4.2,2022-04-11 00:00:00.000000,2022-05-06 21:33:00.330998
Woodoku,tripledot.woodoku,Tripledot Studios Limited,Puzzle,10000000,2022-04-10 00:00:00.000000,82 Mo,2.02.01,4.4,4.4,2022-04-11 00:00:00.000000,2022-05-06 21:33:00.444149
Sonic Forces - Running Battle,sega.sprint,SEGA,Adventure,50000000,2022-03-25 00:00:00.000000,196 Mo,4.3.0,4.4,4.4,2022-04-11 00:00:00.000000,2022-05-06 21:33:00.556736
PK XD - Play with your Friends,movile.playkids.pkxd,Afterverse Games,Adventure,100000000,2022-04-09 00:00:00.000000,161 Mo,0.55.2,4.4,4.3,2022-04-11 00:00:00.000000,2022-05-06 21:33:01.188709
Bermuda Adventures Farm Island,samfinaco.paradise,BELKA GAMES,Adventure,5000000,2022-04-06 00:00:00.000000,186 Mo,1.3.1,5.0,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:33:01.301196
Rec Room - Play with friends!,AgainstGravity.RecRoom,Rec Room,Adventure,10000000,2022-04-06 00:00:00.000000,94 Mo,20220405,7.1,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:33:01.413745
